"handover(0,0,8)","1.0"
"handover(0,0,22)","1.0"
"handover(3,0,14)","1.0"
"handover(3,0,28)","1.0"
"handover(5,0,17)","1.0"
"handover(9,8,7)","1.0"
"handover(9,8,11)","1.0"
"handover(9,8,21)","1.0"
"handover(9,8,25)","1.0"
"handover(13,0,3)","1.0"
"handover(13,0,29)","1.0"
"handover(15,0,29)","1.0"
"handover(16,1,22)","1.0"
"handover(19,1,28)","1.0"
"handover(19,8,17)","1.0"
"handover(19,8,29)","1.0"
"handover(20,1,24)","1.0"
"handover(21,8,13)","1.0"
"handover(21,8,27)","1.0"
"handover(23,1,12)","1.0"
"handover(27,1,8)","1.0"
"handover(29,0,6)","1.0"
"handover(29,0,20)","1.0"
"handover(29,1,10)","1.0"
"handover(50,1,4)","1.0"
"handover(54,1,26)","1.0"
"handover(55,1,20)","1.0"
"handover(57,8,2)","1.0"
"handover(57,8,19)","1.0"
"handover(64,0,29)","1.0"
"handover(67,1,16)","1.0"
"handover(73,1,14)","1.0"
"handover(74,1,18)","1.0"
"handover(78,1,2)","1.0"
"handover(79,1,6)","1.0"
"allocation(0,0,9)","1.0"
"allocation(0,0,10)","1.0"
"allocation(0,0,11)","1.0"
"allocation(0,0,12)","1.0"
"allocation(0,0,13)","1.0"
"allocation(0,0,14)","1.0"
"allocation(0,0,23)","1.0"
"allocation(0,0,24)","1.0"
"allocation(0,0,25)","1.0"
"allocation(0,0,26)","1.0"
"allocation(0,0,27)","1.0"
"allocation(0,0,28)","1.0"
"allocation(0,2,31)","1.0"
"allocation(0,3,31)","1.0"
"allocation(0,4,31)","1.0"
"allocation(0,5,31)","1.0"
"allocation(0,6,31)","1.0"
"allocation(0,7,31)","1.0"
"allocation(1,2,31)","1.0"
"allocation(1,3,31)","1.0"
"allocation(1,4,31)","1.0"
"allocation(1,5,31)","1.0"
"allocation(1,6,31)","1.0"
"allocation(1,7,31)","1.0"
"allocation(2,2,31)","1.0"
"allocation(2,3,31)","1.0"
"allocation(2,4,31)","1.0"
"allocation(2,5,31)","1.0"
"allocation(2,6,31)","1.0"
"allocation(2,7,31)","1.0"
"allocation(3,0,15)","1.0"
"allocation(3,0,16)","1.0"
"allocation(3,0,17)","1.0"
"allocation(3,0,29)","1.0"
"allocation(3,0,30)","1.0"
"allocation(3,0,31)","1.0"
"allocation(3,2,31)","1.0"
"allocation(3,3,31)","1.0"
"allocation(3,4,31)","1.0"
"allocation(3,5,31)","1.0"
"allocation(3,6,31)","1.0"
"allocation(3,7,31)","1.0"
"allocation(4,2,2)","1.0"
"allocation(4,2,3)","1.0"
"allocation(4,2,4)","1.0"
"allocation(4,2,31)","1.0"
"allocation(4,3,31)","1.0"
"allocation(4,4,21)","1.0"
"allocation(4,4,22)","1.0"
"allocation(4,4,31)","1.0"
"allocation(4,5,31)","1.0"
"allocation(4,6,6)","1.0"
"allocation(4,6,7)","1.0"
"allocation(4,6,8)","1.0"
"allocation(4,6,9)","1.0"
"allocation(4,6,18)","1.0"
"allocation(4,6,19)","1.0"
"allocation(4,6,31)","1.0"
"allocation(4,7,31)","1.0"
"allocation(5,0,0)","1.0"
"allocation(5,0,1)","1.0"
"allocation(5,0,2)","1.0"
"allocation(5,0,3)","1.0"
"allocation(5,0,18)","1.0"
"allocation(5,0,19)","1.0"
"allocation(5,0,20)","1.0"
"allocation(5,0,31)","1.0"
"allocation(5,2,31)","1.0"
"allocation(5,3,31)","1.0"
"allocation(5,4,31)","1.0"
"allocation(5,5,31)","1.0"
"allocation(5,6,31)","1.0"
"allocation(5,7,31)","1.0"
"allocation(6,2,31)","1.0"
"allocation(6,3,31)","1.0"
"allocation(6,4,31)","1.0"
"allocation(6,5,31)","1.0"
"allocation(6,6,31)","1.0"
"allocation(6,7,31)","1.0"
"allocation(7,2,31)","1.0"
"allocation(7,3,31)","1.0"
"allocation(7,4,17)","1.0"
"allocation(7,4,18)","1.0"
"allocation(7,4,19)","1.0"
